quantidadetotal,produto,ano,mes
4,5456,2009,7
8,2345,2009,7
1,4081,2009,7
1,1975,2009,7
1,1252,2009,7
3,4519,2009,7
2,2291,2009,7
10,71,2009,7
1,794,2009,7
3,3887,2009,7
1,3805,2009,7
17,4192,2009,7
10,751,2009,7
2,5047,2009,7
6,3258,2009,7
15,3574,2009,7
3,4728,2009,7
6,1002,2009,7
1,2253,2009,7
8,2254,2009,7
1,2453,2009,7
2,3277,2009,7
7,575,2009,7
8,3704,2009,7
15,2452,2009,7
10,1710,2009,7
5,1827,2009,7
7,1120,2009,7
1,4213,2009,7
2,5325,2009,7
3,1767,2009,7
3,2364,2009,7
2,4353,2009,7
1,1489,2009,7
8,3476,2009,7
6,2424,2009,7
1,604,2009,7
4,3676,2009,7
4,2284,2009,7
2,4778,2009,7
1,4074,2009,7
1,836,2009,7
1,437,2009,7
1,5126,2009,7
1,5087,2009,7
9,3588,2009,7
3,2484,2009,7
11,28,2009,7
1,99,2009,7
2,3597,2009,7
4,5216,2009,7
2,2503,2009,7
2,2759,2009,7
2,1729,2009,7
12,1846,2009,7
1,2550,2009,7
1,632,2009,7
1,970,2009,7
1,5604,2009,7
1,2205,2009,7
1,2475,2009,7
2,3647,2009,7
1,4034,2009,7
1,1897,2009,7
1,2563,2009,7
2,973,2009,7
9,3278,2009,7
47,5166,2009,7
1,1929,2009,7
1,2930,2009,7
70,2237,2009,7
11,78,2009,7
1,803,2009,7
4,733,2009,7
2,2804,2009,7
8,3430,2009,7
3,302,2009,7
8,728,2009,7
23,1126,2009,7
2,1863,2009,7
3,114,2009,7
1,2188,2009,7
3,1752,2009,7
1,1669,2009,7
1,1015,2009,7
11,2406,2009,7
11,839,2009,7
1,2410,2009,7
3,2360,2009,7
1,668,2009,7
4,568,2009,7
15,2051,2009,7
1,5589,2009,7
97,3147,2009,7
1,1249,2009,7
2,279,2009,7
45,2429,2009,7
2,849,2009,7
5,24,2009,7
10,2917,2009,7
4,3262,2009,7
4,301,2009,7
2,1822,2009,7
1,2628,2009,7
2,4117,2009,7
1,1016,2009,7
2,4145,2009,7
12,3226,2009,7
2,2498,2009,7
1,3731,2009,7
1,1314,2009,7
6,3042,2009,7
1,4245,2009,7
3,1404,2009,7
5,2931,2009,7
1,3261,2009,7
1,304,2009,7
1,1224,2009,7
6,1027,2009,7
1,5098,2009,7
1,3332,2009,7
4,5478,2009,7
2,4585,2009,7
7,4732,2009,7
2,4418,2009,7
2,738,2009,7
74,2697,2009,7
1,45,2009,7
5,2458,2009,7
2,3730,2009,7
1,1545,2009,7
50,5609,2009,7
1,3471,2009,7
1,1939,2009,7
1,3699,2009,7
1,4722,2009,7
15,3698,2009,7
2,4020,2009,7
3,4009,2009,7
3,2137,2009,7
1,4723,2009,7
1,804,2009,7
10,5242,2009,7
1,1683,2009,7
3,2248,2009,7
3,5442,2009,7
27,1849,2009,7
1,5209,2009,7
14,89,2009,7
24,1113,2009,7
4,2396,2009,7
2,2618,2009,7
26,2397,2009,7
4,1850,2009,7
121,5579,2009,7
1,2526,2009,7
13,3708,2009,7
2,269,2009,7
5,580,2009,7
3,290,2009,7
1,4199,2009,7
1,1762,2009,7
1,292,2009,7
1,2327,2009,7
3,75,2009,7
4,2340,2009,7
1,2018,2009,7
39,3384,2009,7
5,798,2009,7
4,3253,2009,7
1,3583,2009,7
1,5288,2009,7
8,747,2009,7
1,4576,2009,7
35,548,2009,7
149,489,2009,7
1,1761,2009,7
2,4574,2009,7
20,2069,2009,7
6,2616,2009,7
1,1034,2009,7
1,1553,2009,7
6,1127,2009,7
68,4775,2009,7
1,2308,2009,7
2,2061,2009,7
2,4162,2009,7
1,2461,2009,7
1,4515,2009,7
1,2388,2009,7
1,1420,2009,7
5,529,2009,7
2,1774,2009,7
1,1037,2009,7
2,4051,2009,7
2,4417,2009,7
5,4112,2009,7
1,4735,2009,7
1,2220,2009,7
2,4220,2009,7
1,4704,2009,7
1,3114,2009,7
552,2543,2009,7
10,4012,2009,7
5,1001,2009,7
9,533,2009,7
30,3703,2009,7
2,106,2009,7
4,3857,2009,7
2,113,2009,7
2,1544,2009,7
14,1712,2009,7
1,1715,2009,7
3,2382,2009,7
1,2637,2009,7
1,5592,2009,7
5,3990,2009,7
1,464,2009,7
3,1029,2009,7
1,4288,2009,7
1,1531,2009,7
4,1338,2009,7
16,3675,2009,7
6,2233,2009,7
1,1664,2009,7
1,4246,2009,7
95,3936,2009,7
1,343,2009,7
1,5115,2009,7
2,2016,2009,7
2,4120,2009,7
1,314,2009,7
3,2021,2009,7
5,997,2009,7
2,2271,2009,7
1,4268,2009,7
1,3017,2009,7
3,3737,2009,7
1,1108,2009,7
5,697,2009,7
1,282,2009,7
2,2818,2009,7
56,56,2009,7
2,2132,2009,7
1,2634,2009,7
1,2251,2009,7
1,1247,2009,7
5,1826,2009,7
2,691,2009,7
1,577,2009,7
2,3275,2009,7
1,2470,2009,7
21,1117,2009,7
2,1026,2009,7
1,1248,2009,7
3,4727,2009,7
3,1942,2009,7
3,1130,2009,7
15,3257,2009,7
2,2467,2009,7
1,308,2009,7
1,2072,2009,7
1,1341,2009,7
12,3601,2009,7
7,750,2009,7
2,2359,2009,7
1,1976,2009,7
1,1137,2009,7
2,274,2009,7
1,1142,2009,7
28,2909,2009,7
6,4518,2009,7
1,2938,2009,7
2,2622,2009,7
24,4135,2009,7
1,2805,2009,7
1,2771,2009,7
2,2522,2009,7
4,2499,2009,7
11,579,2009,7
45,3707,2009,7
56,4017,2009,7
2,1033,2009,7
2,4703,2009,7
4,3801,2009,7
4,4149,2009,7
1,1770,2009,7
8,4731,2009,7
5,3602,2009,7
25,3146,2009,7
4,120,2009,7
3,998,2009,7
1,440,2009,7
1,2405,2009,7
2,3049,2009,7
9,386,2009,7
8,483,2009,7
5,2961,2009,7
7,2924,2009,7
2,729,2009,7
4,4726,2009,7
2,2022,2009,7
6,5375,2009,7
1,1860,2009,7
1,1399,2009,7
9,1112,2009,7
3,1543,2009,7
1,4851,2009,7
2,3648,2009,7
1,2777,2009,7
1,2304,2009,7
3,4105,2009,7
1,530,2009,7
1,2363,2009,7
2,4033,2009,7
2,2434,2009,7
10,5287,2009,7
5,1978,2009,7
1,4360,2009,7
1,1038,2009,7
4,1313,2009,7
7,2341,2009,7
8,3472,2009,7
1,3276,2009,7
1,1943,2009,7
3,2017,2009,7
3,3151,2009,7
1,3670,2009,7
47,3836,2009,7
1,2252,2009,7
15,553,2009,7
18,3643,2009,7
4,1339,2009,7
2,1149,2009,7
1,3211,2009,7
9,840,2009,7
2,289,2009,7
7,3991,2009,7
2,4352,2009,7
1,278,2009,7
1,315,2009,7
1,2956,2009,7
1,2934,2009,7
1,2766,2009,7
1,3736,2009,7
20,3254,2009,7
3,1554,2009,7
15,2136,2009,7
3,2803,2009,7
1,1123,2009,7
2,2258,2009,7
2,843,2009,7
1,1864,2009,7
1,3986,2009,7
3,3046,2009,7
6,1410,2009,7
3,571,2009,7
20,1841,2009,7
2,3591,2009,7
1,2133,2009,7
29,6,2009,7
1,2712,2009,7
1,1900,2009,7
2,3804,2009,7
1,4221,2009,7
1,556,2009,7
2,4059,2009,7
4,2619,2009,7
37,1116,2009,7
30,2423,2009,7
1,4582,2009,7
1,139,2009,7
2,4714,2009,7
1,1753,2009,7
1,3750,2009,7
1,2715,2009,7
1,5330,2009,7
1,718,2009,7
9,4295,2009,7
5,5168,2009,7
1,1245,2009,8
6,2857,2009,8
3,2462,2009,8
1,3949,2009,8
3,3588,2009,8
10,2425,2009,8
2,4079,2009,8
1,4584,2009,8
5,531,2009,8
5,1827,2009,8
1,715,2009,8
2,4039,2009,8
8,2457,2009,8
1,1750,2009,8
2,1039,2009,8
4,2188,2009,8
3,1481,2009,8
1,3043,2009,8
1,3699,2009,8
1,1002,2009,8
2,1120,2009,8
8,2921,2009,8
1,568,2009,8
4,2406,2009,8
3,68,2009,8
1,1192,2009,8
5,803,2009,8
1,2616,2009,8
1,1540,2009,8
3,1713,2009,8
1,1929,2009,8
2,4706,2009,8
2,2930,2009,8
3,4575,2009,8
6,4158,2009,8
2,5214,2009,8
18,2547,2009,8
3,4067,2009,8
1,5279,2009,8
25,5443,2009,8
1,4190,2009,8
1,794,2009,8
2,2360,2009,8
3,798,2009,8
3,290,2009,8
880,488,2009,8
4,4519,2009,8
9,1118,2009,8
3,2931,2009,8
32,1711,2009,8
9,2249,2009,8
4,2260,2009,8
5,1401,2009,8
4,1314,2009,8
4,2051,2009,8
3,3015,2009,8
1,3398,2009,8
1,5142,2009,8
1,2306,2009,8
1,2468,2009,8
5,89,2009,8
1,4269,2009,8
22,2397,2009,8
2,2615,2009,8
1,2453,2009,8
2,2471,2009,8
2,3486,2009,8
1,5339,2009,8
2,800,2009,8
51,2269,2009,8
5,837,2009,8
2,2380,2009,8
6,2417,2009,8
2,2885,2009,8
3,1124,2009,8
2,1555,2009,8
16,726,2009,8
1,2564,2009,8
1,689,2009,8
103,3574,2009,8
2,3325,2009,8
1,4196,2009,8
15,4192,2009,8
23,548,2009,8
27,3708,2009,8
2,2893,2009,8
1,2346,2009,8
11,4776,2009,8
2,3061,2009,8
4,3676,2009,8
11,71,2009,8
1,1438,2009,8
1,108,2009,8
4,647,2009,8
5,1152,2009,8
5,1869,2009,8
1,1671,2009,8
2,1560,2009,8
13,2267,2009,8
1,3324,2009,8
1,5216,2009,8
3,1822,2009,8
2,5561,2009,8
1,4358,2009,8
9,303,2009,8
11,4020,2009,8
6,5754,2009,8
2,1848,2009,8
50,3147,2009,8
1,4191,2009,8
6,2427,2009,8
3,2781,2009,8
2,1333,2009,8
1,379,2009,8
3,5479,2009,8
1,2626,2009,8
13,3644,2009,8
2,578,2009,8
2,4015,2009,8
7,2228,2009,8
10,739,2009,8
3,114,2009,8
4,733,2009,8
1,4049,2009,8
1,1230,2009,8
3,2339,2009,8
3,4955,2009,8
1,3036,2009,8
2,4585,2009,8
1,3805,2009,8
2,4060,2009,8
3,1138,2009,8
2,2787,2009,8
2,2759,2009,8
1,3650,2009,8
1,3723,2009,8
1,300,2009,8
72,4775,2009,8
1,4347,2009,8
23,3834,2009,8
1,4387,2009,8
3,4576,2009,8
3,1763,2009,8
1,2714,2009,8
2,4010,2009,8
1,970,2009,8
2,5034,2009,8
5,572,2009,8
1,1513,2009,8
10,1125,2009,8
1649,489,2009,8
3,1397,2009,8
1,3428,2009,8
1,1249,2009,8
1,4210,2009,8
1,3583,2009,8
2,2620,2009,8
7,299,2009,8
7,1403,2009,8
1,2784,2009,8
6,2044,2009,8
3,283,2009,8
4,5442,2009,8
6,1757,2009,8
2,3283,2009,8
1,5564,2009,8
2,4730,2009,8
4,780,2009,8
1,3729,2009,8
2,2325,2009,8
2,581,2009,8
4,736,2009,8
10,5578,2009,8
1,692,2009,8
2,1119,2009,8
6,490,2009,8
1,3343,2009,8
3,3181,2009,8
9,2254,2009,8
1,4418,2009,8
15,745,2009,8
2,669,2009,8
6,2342,2009,8
2,291,2009,8
1,3941,2009,8
2,4080,2009,8
3,799,2009,8
4,1482,2009,8
2,2458,2009,8
10,3278,2009,8
3,304,2009,8
13,751,2009,8
1,243,2009,8
1,2550,2009,8
2,1415,2009,8
10,5286,2009,8
2,2202,2009,8
2,1128,2009,8
24,3255,2009,8
3,4339,2009,8
1,4361,2009,8
1,1880,2009,8
1,2617,2009,8
11,1754,2009,8
3,1865,2009,8
10,4007,2009,8
1,1239,2009,8
1,2960,2009,8
30,2917,2009,8
1,3226,2009,8
4,841,2009,8
2,104,2009,8
4,781,2009,8
3,1561,2009,8
5,560,2009,8
1,2634,2009,8
4,273,2009,8
1,1615,2009,8
109,40,2009,8
5,2815,2009,8
2,2865,2009,8
8,2052,2009,8
2,4960,2009,8
7,2250,2009,8
1,4246,2009,8
2,4355,2009,8
26,4193,2009,8
1,1819,2009,8
4,1870,2009,8
6,838,2009,8
1,3649,2009,8
3,2217,2009,8
3,1342,2009,8
190,151,2009,8
1,5211,2009,8
8,3280,2009,8
1,5120,2009,8
5,5628,2009,8
1,605,2009,8
1,438,2009,8
19,1851,2009,8
14,1712,2009,8
12,4956,2009,8
84,2256,2009,8
3,2565,2009,8
17,2022,2009,8
1,727,2009,8
5,3932,2009,8
1,4724,2009,8
5,1541,2009,8
1,2296,2009,8
12,1117,2009,8
7,1751,2009,8
2,971,2009,8
2,5328,2009,8
7,1841,2009,8
2,1773,2009,8
3,517,2009,8
3,1842,2009,8
2,83,2009,8
1,5748,2009,8
1,1610,2009,8
6,697,2009,8
23,2696,2009,8
2,2463,2009,8
1,628,2009,8
4,2389,2009,8
1,4149,2009,8
13,3510,2009,8
1,2048,2009,8
2,1930,2009,8
8,481,2009,8
2,1028,2009,8
8,4135,2009,8
2,1332,2009,8
5,3155,2009,8
6,313,2009,8
1,4712,2009,8
39,3936,2009,8
4,4733,2009,8
1,702,2009,8
1,3967,2009,8
3,1038,2009,8
6,5271,2009,8
1,4147,2009,8
1,2868,2009,8
1,4114,2009,8
3,3431,2009,8
3,4057,2009,8
1,3950,2009,8
5,1765,2009,8
2,1337,2009,8
113,3575,2009,8
17,2407,2009,8
5,4003,2009,8
4,4881,2009,8
3,2418,2009,8
6,3858,2009,8
3,1554,2009,8
1,2329,2009,8
9,2922,2009,8
1,3857,2009,8
24,3256,2009,8
1638,4929,2009,8
4,4520,2009,8
1,3803,2009,8
1,305,2009,8
2,1129,2009,8
1,295,2009,8
1,4729,2009,8
1,5099,2009,8
19,5128,2009,8
1,4382,2009,8
1,4381,2009,8
164,3835,2009,8
9,4211,2009,8
1,2393,2009,8
1,1139,2009,8
1,1569,2009,8
4,2621,2009,8
1,3227,2009,8
36,2913,2009,8
1,1310,2009,8
3,842,2009,8
4,1708,2009,8
4,5035,2009,8
1,2135,2009,8
1,2450,2009,8
1,4441,2009,8
2,1143,2009,8
1,4818,2009,8
20,3051,2009,8
24,744,2009,8
11,4104,2009,8
1,974,2009,8
1,3026,2009,8
1,3905,2009,8
2,5582,2009,8
3,3279,2009,8
1,1031,2009,8
20,1114,2009,8
3,1121,2009,8
3,5038,2009,8
1,4014,2009,8
4,577,2009,8
1,4243,2009,8
1,4362,2009,8
61,3645,2009,8
15,5573,2009,8
1,1032,2009,8
1,5196,2009,8
3,3992,2009,8
7,3993,2009,8
1,2192,2009,8
1,2750,2009,8
1,1578,2009,8
1,86,2009,8
3,5753,2009,8
1,118,2009,8
1,3942,2009,8
4,1866,2009,8
2,2561,2009,8
1,1398,2009,8
5,4006,2009,8
1,3737,2009,8
2,4959,2009,8
1,1439,2009,8
2,1638,2009,8
4,2134,2009,8
2,1847,2009,8
1,1616,2009,8
10,1726,2009,8
1,4577,2009,8
2,3259,2009,8
37,5167,2009,8
3,1250,2009,8
1,5651,2009,8
1,2074,2009,8
2,2811,2009,8
47,3148,2009,8
12,734,2009,8
1,337,2009,8
2,26,2009,8
5,1136,2009,8
2,1774,2009,8
1,2478,2009,8
1,2711,2009,8
4,4220,2009,8
6,2390,2009,8
1,2355,2009,8
2,1609,2009,8
1,1102,2009,8
1,3646,2009,8
1,1811,2009,8
16,385,2009,8
2,314,2009,8
1,5584,2009,8
1,3476,2009,8
3,138,2009,8
2,1556,2009,8
17,731,2009,8
1,532,2009,8
3,4725,2009,8
1,4018,2009,8
2,1409,2009,8
2,2719,2009,8
1,2566,2009,8
13,3856,2009,8
1,4129,2009,8
18,2021,2009,8
1,2061,2009,8
2,3335,2009,8
1,1729,2009,8
1,4137,2009,8
2,78,2009,8
1,5079,2009,8
9,5749,2009,8
1,1928,2009,8
59,2233,2009,8
73,2237,2009,8
6,1727,2009,8
1,5649,2009,8
1,1252,2009,8
15,3257,2009,8
3,3261,2009,8
2,3666,2009,8
1,1706,2009,8
44,2452,2009,8
25,3576,2009,8
5,2867,2009,8
2,1488,2009,8
4,106,2009,8
2,5087,2009,8
54,2543,2009,8
1,5119,2009,8
2,4378,2009,8
3,2396,2009,8
1,1618,2009,8
1,4415,2009,8
2,3868,2009,8
1,3502,2009,8
3,782,2009,8
5,2364,2009,8
1,1331,2009,8
1,997,2009,8
2,4778,2009,8
29,2548,2009,8
4,4032,2009,8
10,4957,2009,8
11,3698,2009,8
2,1000,2009,8
1,1122,2009,8
1,2563,2009,8
1,3860,2009,8
22,2909,2009,8
4,1542,2009,8
6,4162,2009,8
1,2633,2009,8
7,2283,2009,8
1,629,2009,8
2,2622,2009,8
1,1018,2009,8
1,4040,2009,8
2,4727,2009,8
1,149,2009,8
2,2205,2009,8
2,3326,2009,8
2,5751,2009,8
6,3990,2009,8
3,2270,2009,8
2,5047,2009,8
1,663,2009,8
7,5036,2009,8
18,4012,2009,8
3,784,2009,8
1,972,2009,8
2,4517,2009,8
1,1029,2009,8
1,796,2009,8
1,342,2009,8
1,968,2009,8
28,3703,2009,8
5,3511,2009,8
1,2701,2009,8
2,483,2009,8
2,287,2009,8
6,2284,2009,8
2,4573,2009,8
1,4416,2009,8
6,3991,2009,8
30,3707,2009,8
5,778,2009,8
1,695,2009,8
7,2522,2009,8
24,3643,2009,8
1,1033,2009,8
2,4357,2009,8
2,650,2009,8
5,3277,2009,8
1,1859,2009,8
2,1402,2009,8
3,2257,2009,8
6,579,2009,8
1,1943,2009,8
1,378,2009,8
1,3152,2009,8
2,2252,2009,8
7,4115,2009,8
10,5168,2009,8
1,1978,2009,8
35,5166,2009,8
7,556,2009,8
1,2442,2009,8
1,2715,2009,8
1,2363,2009,8
2,2632,2009,8
1,1228,2009,8
4,4105,2009,8
10,2433,2009,8
1,439,2009,8
2,1608,2009,8
2,3368,2009,8
1,2133,2009,8
3,3046,2009,8
1,2619,2009,8
1,5329,2009,8
1,5588,2009,8
1,3228,2009,8
2,2405,2009,8
1,843,2009,8
1,571,2009,8
2,1396,2009,8
3,2803,2009,8
1,1510,2009,8
1,4702,2009,8
1,3801,2009,8
2,4380,2009,8
14,3833,2009,8
41,6,2009,8
1,4155,2009,8
32,3836,2009,8
1,2354,2009,8
3,840,2009,8
2,293,2009,8
2,2891,2009,8
1,1149,2009,8
1,4731,2009,8
5,2426,2009,8
2,4734,2009,8
1,1343,2009,8
7,3254,2009,8
1,4383,2009,8
1,278,2009,8
47,553,2009,8
4,2923,2009,8
54,4017,2009,8
1,2017,2009,8
1,1630,2009,8
4,3151,2009,8
3,4295,2009,8
1,735,2009,8
17,1753,2009,8
20,1115,2009,8
1,1251,2009,8
9,4212,2009,8
5,1852,2009,8
4,2341,2009,8
1,2304,2009,8
3,5287,2009,8
21,2423,2009,8
1,3210,2009,8
3,2822,2009,8
1,3757,2009,8
1,5009,2009,8
3,1112,2009,8
1,3328,2009,8
2,2777,2009,8
2,4221,2009,8
3,1399,2009,8
6,2888,2009,8
1,288,2009,8
2,3017,2009,8
2,2136,2009,8
2,3271,2009,8
2,3736,2009,8
45,56,2009,8
2,566,2009,8
6,2924,2009,8
1,836,2009,8
2,289,2009,8
1,1617,2009,8
2,2345,2009,8
1,1724,2009,8
2,2470,2009,8
1,2271,2009,8
40,4777,2009,8
1,4578,2009,8
2,4033,2009,8
1,3484,2009,8
3,3336,2009,8
1,634,2009,8
2,5086,2009,8
1,2558,2009,8
1,4717,2009,8
2,107,2009,8
4,1710,2009,8
1,3616,2009,8
5,2483,2009,8
7,2016,2009,8
34,3704,2009,8
1,1040,2009,8
1,2614,2009,8
2,4518,2009,8
2,4022,2009,8
4,3149,2009,8
16,5444,2009,8
2,5046,2009,8
26,1846,2009,8
4,5445,2009,8
4,1137,2009,8
8,2266,2009,8
1,1131,2009,8
2,4288,2009,8
1,79,2009,8
3,1248,2009,8
2,4112,2009,8
1,644,2009,8
3,4379,2009,8
1,1756,2009,8
5,533,2009,8
1,732,2009,8
2,5116,2009,8
5,1826,2009,8
8,386,2009,8
5,3260,2009,8
4,28,2009,8
1,2294,2009,8
1,1247,2009,8
2,2460,2009,8
2,3060,2009,8
1,2623,2009,8
2,4821,2009,8
1,3804,2009,8
2,4353,2009,8
3,4728,2009,8
1,4360,2009,8
3,783,2009,8
1,3258,2009,8
1,2938,2009,8
21,4133,2009,8
1,3114,2009,8
6,575,2009,8
6,5037,2009,8
7,646,2009,8
4,1868,2009,8
2,3665,2009,8
20,1079,2009,8
3,1313,2009,8
2,3040,2009,8
17,2424,2009,8
2,524,2009,8
1,297,2009,8
3,3647,2009,8
2,801,2009,8
1,973,2009,8
3,802,2009,8
6,1714,2009,8
4,1410,2009,8
2,5752,2009,8
1,1688,2009,8
1,1807,2009,8
1,3327,2009,8
6,4151,2009,8
19,3675,2009,8
3,4583,2009,8
2,713,2009,8
1,3614,2009,8
1,2712,2009,8
6,3674,2009,8
1,5069,2009,8
2,691,2009,8
3,2562,2009,8
1,99,2009,8
6,4958,2009,8
4,1123,2009,8
1,5375,2009,8
3,4130,2009,8
1,1860,2009,8
1,1631,2009,8
1,1825,2009,8
1,797,2009,8
4,1113,2009,8
1,4852,2009,8
1,3027,2009,8
1,2786,2009,8
1,2618,2009,8
4,2817,2009,8
5,4145,2009,8
1,279,2009,8
1,4735,2009,8
1,4156,2009,8
2,2818,2009,8
2,3869,2009,8
3,3670,2009,8
1,2068,2009,8
9,839,2009,8
1,570,2009,8
16,1126,2009,8
3,804,2009,8
1,74,2009,8
87,2697,2009,8
1,2298,2009,8
1,3013,2009,8
4,4574,2009,8
6,3064,2009,8
1,4141,2009,8
11,1127,2009,8
1,1414,2009,8
1,789,2009,8
1,4148,2009,8
7,5478,2009,8
3,3146,2009,8
1,3042,2009,8
3,3035,2009,8
3,639,2009,8
3,3175,2009,8
1,4287,2009,8
2,24,2009,8
1,1026,2009,8
2,3430,2009,8
1,1016,2009,8
1,1828,2009,8
10,1850,2009,8
1,5589,2009,8
32,2429,2009,8
5,1762,2009,8
1,1682,2009,8
12,1849,2009,8
4,4356,2009,8
1,3262,2009,8
1,668,2009,8
1,4120,2009,8
2,4009,2009,8
1,102,2009,8
3,1483,2009,8
2,2887,2009,8
18,482,2009,8
3,2137,2009,8
1,1939,2009,8
10,728,2009,8
1,4722,2009,8
7,2248,2009,8
6,750,2009,8
1,2517,2009,8
1,5101,2009,8
7,779,2009,8
4,5750,2009,8
8,1771,2009,8
1,5291,2009,8
1,4267,2009,8
1,2823,2009,8
5,747,2009,8
3,4732,2009,8
1,3648,2009,8
23,1116,2009,8
1,4019,2009,8
1,2258,2009,8
7,292,2009,8
2,1404,2009,8
1,4726,2009,8
1,1544,2009,8
4,580,2009,8
1,269,2009,8
2,1543,2009,8
4,1124,2009,9
4,697,2009,9
4,2457,2009,9
2,2885,2009,9
14,1117,2009,9
17,726,2009,9
2,4164,2009,9
6,1750,2009,9
4,93,2009,9
6,3510,2009,9
1,4584,2009,9
2,4357,2009,9
6,5637,2009,9
1,298,2009,9
1,2736,2009,9
4,5328,2009,9
1,1671,2009,9
1,5687,2009,9
23,1711,2009,9
1,1822,2009,9
1,461,2009,9
1,4358,2009,9
6,1754,2009,9
2,798,2009,9
5,2787,2009,9
1,2062,2009,9
1,3968,2009,9
3,4080,2009,9
10,4168,2009,9
928,489,2009,9
4,2407,2009,9
1,795,2009,9
3,2346,2009,9
14,3280,2009,9
27,739,2009,9
5,3046,2009,9
10,290,2009,9
8,4733,2009,9
2,1753,2009,9
1,5081,2009,9
3,5628,2009,9
2,4125,2009,9
2,3870,2009,9
3,2616,2009,9
1,4089,2009,9
1,5257,2009,9
2,1930,2009,9
1,4715,2009,9
4,2417,2009,9
1,114,2009,9
2,628,2009,9
2,3602,2009,9
6,1842,2009,9
2,4110,2009,9
2,3212,2009,9
3,1725,2009,9
1,2778,2009,9
1,517,2009,9
1,2306,2009,9
9,2389,2009,9
3,1819,2009,9
1,3802,2009,9
2,5479,2009,9
1,1481,2009,9
1,1564,2009,9
1,2296,2009,9
1,2051,2009,9
9,1841,2009,9
6,4149,2009,9
50,2865,2009,9
2,2814,2009,9
2,4204,2009,9
7,3857,2009,9
2,2565,2009,9
2,1314,2009,9
1,2559,2009,9
468,488,2009,9
4,3858,2009,9
2,1038,2009,9
4,2022,2009,9
1,150,2009,9
5,1027,2009,9
1,4705,2009,9
20,1851,2009,9
7,729,2009,9
11,2249,2009,9
18,1712,2009,9
2,4057,2009,9
1,4724,2009,9
2,5438,2009,9
454,151,2009,9
7,1763,2009,9
1,4067,2009,9
4,4575,2009,9
107,2256,2009,9
1,4524,2009,9
1,530,2009,9
1,5066,2009,9
2,1119,2009,9
2,4955,2009,9
6,1120,2009,9
3,3227,2009,9
2,2631,2009,9
1,1035,2009,9
1,3277,2009,9
8,2254,2009,9
73,553,2009,9
1,5126,2009,9
7,3254,2009,9
5,4380,2009,9
12,3644,2009,9
1,1339,2009,9
1,3476,2009,9
1,294,2009,9
2,1401,2009,9
1,5077,2009,9
4,293,2009,9
4,840,2009,9
31,2452,2009,9
1,305,2009,9
2,1030,2009,9
6,3991,2009,9
14,6,2009,9
3,4778,2009,9
13,2425,2009,9
1,2098,2009,9
7,734,2009,9
1,1151,2009,9
2,104,2009,9
4,3344,2009,9
2,2133,2009,9
10,572,2009,9
1,2138,2009,9
30,3643,2009,9
1,571,2009,9
1,284,2009,9
2,4191,2009,9
3,2619,2009,9
4,3057,2009,9
20,1114,2009,9
23,3148,2009,9
2,2861,2009,9
15,5166,2009,9
2,2550,2009,9
1,1132,2009,9
4,1607,2009,9
1,2205,2009,9
3,2027,2009,9
2,5457,2009,9
1,2958,2009,9
1,650,2009,9
2,567,2009,9
1,2439,2009,9
1,3486,2009,9
1,851,2009,9
10,4211,2009,9
2,2073,2009,9
6,483,2009,9
4,3833,2009,9
2,1609,2009,9
2,1419,2009,9
1,3801,2009,9
2,2462,2009,9
1,2355,2009,9
2,5034,2009,9
2,841,2009,9
8,4032,2009,9
1,4520,2009,9
2,303,2009,9
9,1128,2009,9
1,1560,2009,9
2,1250,2009,9
15,3255,2009,9
4,669,2009,9
4,3834,2009,9
1,2342,2009,9
1,3754,2009,9
1,1616,2009,9
2,2889,2009,9
2,2888,2009,9
3,2341,2009,9
1,90,2009,9
3,68,2009,9
66,3574,2009,9
1,804,2009,9
1,2564,2009,9
1,1002,2009,9
1,5703,2009,9
7,382,2009,9
1,1415,2009,9
1,3699,2009,9
2,1313,2009,9
7,5037,2009,9
7,575,2009,9
1,4706,2009,9
1,1710,2009,9
2,1039,2009,9
2,3670,2009,9
4,1827,2009,9
1,5214,2009,9
17,5443,2009,9
11,2380,2009,9
45,2269,2009,9
5,2137,2009,9
1,3211,2009,9
1,1489,2009,9
3,531,2009,9
1,4111,2009,9
14,2931,2009,9
1,437,2009,9
1,4385,2009,9
7,89,2009,9
1,1444,2009,9
13,1850,2009,9
5,2397,2009,9
2,797,2009,9
6,3704,2009,9
6,2924,2009,9
3,1828,2009,9
1,3588,2009,9
14,1113,2009,9
1,607,2009,9
1,289,2009,9
3,28,2009,9
3,5038,2009,9
1,1123,2009,9
1,1410,2009,9
7,3676,2009,9
1,2813,2009,9
2,2884,2009,9
17,3708,2009,9
1,973,2009,9
6,1929,2009,9
1,2614,2009,9
5,1713,2009,9
1,4419,2009,9
1,3293,2009,9
6,1846,2009,9
1,2337,2009,9
1,465,2009,9
17,548,2009,9
2,2383,2009,9
2,3647,2009,9
1,3032,2009,9
1,3342,2009,9
1,1824,2009,9
3,800,2009,9
4,2406,2009,9
2,2805,2009,9
4,2068,2009,9
1,2222,2009,9
1,5080,2009,9
1,689,2009,9
1,4145,2009,9
1,3015,2009,9
3,999,2009,9
1,2345,2009,9
26,386,2009,9
1,534,2009,9
2,3398,2009,9
6,1118,2009,9
2,1860,2009,9
1,1152,2009,9
8,4958,2009,9
3,3483,2009,9
1,3324,2009,9
1,71,2009,9
6,4776,2009,9
1,522,2009,9
7,4192,2009,9
1,3737,2009,9
1,1555,2009,9
